Funcloc,Alamat1,Alamat2,Alamat3,Alamat4,SiteName
100000005323,RT.03/RW.07,Desa Pageralang,Kec. Kemrajen,BANYUMAS,"Parsons, Jones and Graves"
100000005324,Dusun Seren Tengah RT.05 RW.03,Desa/Kelurahan Seren,Kec. Sulang,REMBANG,"Hendricks, Wilson and Moody"
100000005326,RT. 02 / RW.04,"Desa Guyangan,",Kec Bangsri,JEPARA,Rodriguez Ltd
100000005333,Graha Petrokimia Jl. Ahmad Yani,Depan GOR Tri Darma,Gresik,GRESIK,Hansen-Mcintosh
100000005341,Jl Balai Desa Sekar Putih RT 01 RW 05,Desa Laden,Kecamatan Pamekasan,PAMEKASAN,Anderson-Gates
100000005342,Jl. Bonorogo RT.010 RW.004,Kel. Lawangan Daya,Kec. Pademawu,PAMEKASAN,"Perez, Lee and Moreno"
100000005350,"Dusun Malasan RT 007 RW 002,","Desa Malasan,",Kecamatan Durenan,TRENGGALEK,Stone-Chan
100000005355,Dsn. Damas 003/005,"Desa Hadiwarno,","Kec. Ngadirojo,",PACITAN,Hopkins-Smith
100000005356,Ds Ngasem RT2/RW8  Dersono Kc. Pringkuku,Dersono,Pringkuku,Pacitan,Gibson-Davis
100000005357,Dusun Oedai RT 010 RW 005,Desa Oelua,Kecamatan Rote Barat Laut,ROTE NDAO,Higgins-Green
100000005360,"Oeseli RT 12 RW 006,",Desa Oeseli,Kecamatan Rote Barat Daya,ROTE NDAO,Johnson-Mclean
100000005361,JL. KUPANG BATUPLAT RF 003/002,KEL. BATUPLAT,KEC. ALAT KOTA,KUPANG,Jackson-Parker
100000005362,"JL. OELON 3, RT026/RW009","KEL. SIKUMANA,",KEC. MAULAFA,KUPANG,Holmes LLC
100000005363,"JL. BTN KOLHUA RT01/RW01,","KEL. MAULAFA,","KEC. MAULAFA,",KUPANG,Young Inc
100000005365,Jl. Catur Warga RT.05 Karang Sukun Baru,Kel. Mataram Timur,Kec. Mataram,"MATARAM, KOTA","Phillips, Parker and Brooks"
100000005366,Kampung Dindey RT.006 RW.001,Desa Dindey,Kec. Warmare,MANOKWARI,"Patterson, Johnson and Henderson"
100000005367,RT.02 RW.08,Kampung Cipulus,Cilengkrang,BANDUNG,Owens PLC
100000005368,Kp Cikoneng RT 06 RW 08,Ds Bojongsoang,Kec Bojongsoang,BANDUNG,"Moody, Stephens and Hanson"
100000005371,Jl.H Makmun Sodik RT 01/ RW 12,Kel.Panglayungan,Kec.Cipedes,"TASIKMALAYA, KOTA",Douglas-Odom
100000005372,Ds Cirejak Karawang,Ds. Cibalong Sari,Karawang,KARAWANG,Fry-Johnston
100000005373,Jl. Pangkalan Jati,Pangkalan Jati,Cinere,"DEPOK, KOTA",Collins-Washington
100000005374,RS St Carolus Serpong,BSD,Serpong,TANGERANG,"Santiago, Davis and Scott"
100000005375,"Dusun II RT/RW 05/03,",Desa Maribaya,Kec. Pedamaran Timur,OGAN KOMERING ILIR,"Hahn, West and Guzman"
100000005376,Dusun V Rt/ Rw 01/05,"Desa Tegal Sari,",Kec. Mesuji Makmur,OGAN KOMERING ILIR,Johnson LLC
100000005378,Jl. Bangko- Kerinci,Desa Markeh,Kec. Renah Pembarap,MERANGIN,Bishop and Sons
100000005380,Dusun Sepintun RT.03,"Desa Sepintun,","Kecamatan Pauh,",SAROLANGUN,Ross-Adams
100000005382,"Jl. Suwarno Dusun 2, RT.03/ RW.01","Desa Wonorejo,",Kecamatan Tugumulyo,MUSI RAWAS,"Phillips, Powell and Griffin"
100000005384,Desa Bumi Harjo,Desa Bumi Harjo,kecamatan ketahun,BENGKULU UTARA,"Howard, Wiggins and Williams"
100000005385,"Rt. 01 Dusun Pudin Pasar,",Desa Parit Pudin,Kec. Pangabuan,TANJUNG JABUNG BARAT,Roberts Group
100000005386,"Desa Kembang Ayun,","Desa Kembang Ayun,","Kecamatan Pondok Kelapa,",BENGKULU TENGAH,"Thompson, Benson and Sullivan"
100000005388,Desa Mekar jaya,Desa Mekar jaya,Kecamatan Air Rami,MUKO MUKO,Lee-Lucas
100000005389,"Dusun II,","Desa Tanjung Baru,",Kecamatan Penukal Utara,MUARA ENIM,"Smith, Montoya and Young"
100000005390,"Desa Kotabaru,","Desa Kotabaru,","Kecamatan Penukal Utara,",MUARA ENIM,"Petersen, Myers and Mcmahon"
100000005392,Jl. Teuku Umar rt.01,kelurahan Penengahan,kec. Tanjung Karang Pusat,"BANDAR LAMPUNG, KOTA",Knight-Wilson
100000005396,"Desa Sumber Bahagia,","Desa Sumber Bahagia,",Kecamatan Kubuk Batang,OGAN KOMERING ULU,Mcguire Group
100000005397,"Desa Belatung,","Desa Belatung,","Kecamatan Lubuk Batang,",OGAN KOMERING ILIR,Green and Sons
100000005398,"Jl Karang Jaya Prabumulih Timur, RT1/RW2","Kelurahan Karang Jaya,",Kecamatan Prabumulih Timur,"PRABUMULIH, KOTA",Baker-Glover
100000005399,"Jl. Poros Batumarta Unit 4,",Desa Lubuk Banjar,KecLubuk Raja,OGAN KOMERING ULU,Gray-Clark
100000005400,Dusun III,desa tanjung beringin.,Kec. Buay Pemaca,OKU SELATAN,"Black, Williams and Powell"
100000005401,RT. 01/01,"Desa Suka Agung,",Kecamatan Buay Bahuga,WAY KANAN,"Taylor, Kelley and Garcia"
100000005402,Jl. Raden Intan Gg Puntadewa Rt. 03 02,Desa Serupa Indah,Kec. Pakuan Ratu,WAY KANAN,Savage Group
100000005404,RT.02/ RW.04,"Desa Sidomulyo,",Kecamatan Mesuji,MESUJI,Franco Group
100000005405,Desa / Pekon Pagar Bukit,Pagar Bukit,Bengkunan Belimbing,PESISIR BARAT,Baker-Johnson
100000005407,Jalur 2 RT. 05/05,"Kelurahan Tanjung Harapan,",Kecamatan Kota Bumi Selatan,LAMPUNG UTARA,Adams-Beck
100000005408,Jl. Gelatik KPR BTN RT.05/ RW.05,"Kelurahan Kotabumi Ilir,",Kecamatan Kotabumi,LAMPUNG UTARA,Pittman Inc
100000005418,Jl. Tanjung Raya 2 Gg Thamrin Rt 03/07,Kel. Banjar Serasan,Pontianak,PONTIANAK,Hernandez-Hawkins
100000005419,"Jl. Bersama sunggal,",Kel. Sunggal,Kec. Medan Sunggal,"MEDAN, KOTA",Woods-Hunter
100000005420,Jalan Jend Ahmad Yani,Kelurahan Pangkalan Dodek Baru,Kecamatan Medang Deras,ASAHAN,Fletcher PLC
100000005421,Desa Pangikiran,Desa Pangikiran,Kec. Halongonan,TAPANULI SELATAN,Morgan-Lewis
100000005422,Jl. Pertanahan Dusun Iii Ds. Patumbak,Patumbak Kampung,Patumbak,DELI SERDANG,Harmon-Flores
100000005423,Komplek Astra Jl.Lukman,Kel.Amplas,,"MEDAN, KOTA",Cervantes-Brown
100000005427,Jl. Ketitiran,Kel. Kota Tengah.,Kecamatan Kepenuhan,ROKAN HULU,Baker-Wright
100000005429,Ulok Kembahang Rt 03 Rw 02,Kel. Air Hitam,"Kec. Pujud,",ROKAN HILIR,"Hendricks, Smith and Wright"
100000005433,Dkg.Kebrok Rt.19/08 Ds.Mundu Kec. Tukung,kel. Boyolali,kec. Boyolali,BOYOLALI,"Mathews, Thomas and Washington"
100000005434,LODAN WETAN RT. 01 RW. 03 KAB. REMBANG,kel. Rembang,Kec. Sarang,REMBANG,Forbes-Andrews
100000005435,"jl.kebun batur RT.02/04,dsn.mronggo sari",Kebun Batur,Mranggen,DEMAK,Rose Ltd
100000005436,"Jl. Raya Gemuh - Cepiring, Rt 02 Rw 01,","Desa Podosari,","Kec. Cepiring,",KENDAL,Garcia Inc
100000005441,Desa Nguntoronadi,Nguntoronadi,Takeran,MAGETAN,"Hudson, Lewis and Garcia"
100000005442,Desa Karang Tengah,Karang Tengah,Ngawi,NGAWI,Hall LLC
100000005443,Dukuh Pacar Rt 1 Rw 1,Ds. Prajegan,Kec. Sukorejo Ponorogo,PONOROGO,Grant-Lloyd
100000005444,Dsn Kentong Desa Sambiroyong,Desa Sambiroyong,Kec. Sumber Gempol,TULUNGAGUNG,Francis and Sons
100000005448,Jl. Pajajaran Tiris Rt 11/ Rw 03,Desa Kertosuko,Probolinggo,PROBOLINGGO,Parker-Morris
100000005449,Dsn Klonon Desa Wonosobo,Kel. Kaliboto Lor,Kec. Jatiroto,LUMAJANG,Mendez and Sons
100000005450,Jl Lakar Santri Rt5/Rw1 Desa Lakarsantri,Kel. Lakarsantri,Kec. Lakarsantri,"SURABAYA, KOTA",Vance-Wright
100000005452,Kp. Peujeuh RT.01 RW 07,"Ds Drawati,","Kec. Paseh,",BANDUNG,Wood Ltd
100000005453,Dusun Cilamaya Girang RT/RW.01/010,Desa Mekar Bakti,Kec. Blanakan,SUBANG,Chang and Sons
100000005455,Kp.Munggang RT/RW.03/06,Kec.Cicalengka,Kab. Bandung,BANDUNG,Harrison Group
100000005456,Jl.Ki Jatira Rt.02/01,Ds.Luwung Kencana,Cirebon,CIREBON,"Hartman, Armstrong and Vargas"
100000005457,Kp Cipendeuy Rt 4 Rw 7,Ds Pasirlangu,Kec Cisarua,BANDUNG BARAT,Smith and Sons
100000005459,"Jln.Cikeusik-Bejod,",desa parung panjang,Kec. Cikeusik,PANDEGLANG,Davis Group
100000005461,Jl. Bukit Golf Cibubur RT.05 RW.02,"Kampung Sanding Cibubur,",Bogor,BOGOR,Scott-Jones
100000005466,Dkh Sirahan Jambu,Ds. Sirahan,Kec. Cluwak,PATI,"Bryant, Griffith and Brown"
100000005468,"Desa Rebo, Provinsi Nad","kel. Pulau Aceh,","Kecamatan Pulau Aceh,",ACEH BESAR,Kennedy-Gallagher
100000005469,Desa Anoi Itam,Desa Anoi Itam,Kecamatan Sukajaya,"SABANG, KOTA",Faulkner Group
100000005470,"Desa Alue Raya, Provinsi Nad",Alue Raya,Alue Raya,ACEH BESAR,Brooks and Sons
100000005471,"Desa Pasi Janeng, Provinsi Nad","kel. Pulau Aceh,","Kecamatan Pulau Aceh,",ACEH BESAR,"Fowler, Anderson and Simmons"
100000005474,"Desa Paya, Kabupaten Sabang",Paya,Paya,"SABANG, KOTA","Foster, Martin and Singleton"
100000005489,Tengok Pelaik,Tengok Pelaik,Air Besar,BENGKAYANG,Roach-Nelson
100000005493,"Desa Betaet, Kecamatan Sibetur Barat",Betaet,Betaet,KEPULAUAN MENTAWAI,Reynolds-Smith
100000005494,"Desa Air Saga,Provinsi Kep Riau",Air Saga,Air Saga,"BATAM, KOTA","Wallace, Brock and Davis"
100000005505,JL. Jangkak - Entikong,Nyari,Air Besar,LANDAK,"Carey, Nunez and Rivera"
100000005506,Kel. Sempatung Lawek,Sempatung Lawek,Air Besar,LANDAK,Walton Inc
100000005532,Desa Pasakiat Taileuleu,Pasakiat Taileuleu,Pasakiat Taileuleu,KEPULAUAN MENTAWAI,Murphy-Brooks
100000005538,"Desa Karang Buah,Provinsi Lampung",Karang Buah,Karang Buah,TANGGAMUS,White-Taylor
100000005539,Desa Kelapa Patih Jaya,kel. Indragiri Hilir,Kec. Teluk Belengkong,INDRAGIRI HILIR,"Hogan, Evans and Anderson"
100000005542,"Desa Sapta Jaya, Kecamatan Pulau Burung",kel. Indragiri Hilir,Kec. Pulau Burung,INDRAGIRI HILIR,"Fisher, Wood and Villarreal"
100000005546,DESA CIHERAS,Ciheras,Ciheras,TASIKMALAYA,Garcia-Vega
100000005547,DESA CIANDUM,Ciandum,Cipatujah,TASIKMALAYA,White-Evans
100000005554,Dusun LABUHAN IJUK,Labuhan Ijuk,Moyo Hilir,SUMBAWA,"Carrillo, Lynch and Barajas"
100000005555,"Desa Labuhan Kuris, Kecamatan Lape",Kel. Labuhan Kuris,Kec. Lape,SUMBAWA,Benton-Hardin
100000005556,Dusun Mekarsari,Mekarsari,Praya Barat,LOMBOK BARAT,Turner and Sons
100000005557,"Desa Buwun Mas,  Provinsi Ntb","kel. Sekotong Tengah,","Kecamatan Sekotong Tengah,",LOMBOK BARAT,Jones-Torres
100000005559,"Desa Kalali, Provinsi Ntt",Kalali,Kalali,KUPANG,Evans-Ray
100000005562,"Desa Fatumonas, Provinsi Ntt",Fatumonas,Fatumonas,KUPANG,Davis LLC
100000005563,"Desa Netemanu Selatan, Provinsi Ntt",Netemanu Selatan,Netemanu Selatan,KUPANG,White-Evans
100000005564,Dusun Netemnanu,Netemnanu,Amfoang,KUPANG,Brooks-Baxter
100000005565,"Desa Eimadake, Kabupaten Sabu Raijua",kel. Sabu Raijua,Kec. Sabu Tengah,SABU RAIJUA,"Miller, Mitchell and Smith"
100000005566,"Desa Rebeka, Provinsi Ntt","kel. Amarasi Timur,","Kecamatan Amarasi Timur,",KUPANG,Morgan Inc
100000005567,"Desa Tanini,Provinsi Ntt",Tanini,Tanini,KUPANG,Miller-Maldonado
100000005568,Dusun Golo Sepang,Golo Sepang,Boleng,MANGGARAI BARAT,Rose-Randall
100000005570,"Desa Lederaga, Kabupaten Sabu Raijua",Lederaga,Lederaga,SABU RAIJUA,Lee-Brown
100000005571,"Desa Ledeana, Kabupaten Sabu Raijua",kel. Sabu Raijua,Kec. Sabu Barat,SABU RAIJUA,Peters Group
100000005572,Dusun Golo Manting,Golo Manting,Sano Nggoang,MANGGARAI BARAT,"Morton, Townsend and Wright"
100000005573,"Desa Wadumadi, Kabupaten Sabu Raijua",Wadumadi,Wadumadi,SABU RAIJUA,Palmer-Martin
100000005574,Desa Alas,Loba Lima Selatan,Belu,BELU,Bennett-Floyd
100000005579,Desa Nanaenoe,Nanaenoe,Nanaenoe,BELU,Brady-Freeman
100000005580,Desa Lakmaras,Lakmaras,Lamaknen Selatan,BELU,"Brown, Sherman and Smith"
100000005581,Desa Kakaniu,Kakaniu,Malaka Tengah,BELU,"Young, Hernandez and Hernandez"
100000005591,"Desa Temajuk, Kecamatan Paloh",Temajuk,Temajuk,SAMBAS,"Juarez, Davis and Decker"
100000005610,"Desa Muara Asa, Kecamatan Barong Tongkok",Kel. Muara Asa,Kec. Barong Tongkok,KUTAI BARAT,Sanchez-Lucero
100000005611,"Desa Sakaq Tada, Kec Mook Manaar Bulatn",Kel. Sakaq Tada,Kec. Mook Manaar Bulatin,KUTAI BARAT,"Barnes, Jacobs and Grant"
100000005613,"Desa Naha Aya, Kecamatan Peso Hilir",Naha Aya,Naha Aya,BULUNGAN,Mcdowell-Taylor
100000005614,"Desa Sekatak Bengaran, Kecamatan Sekatak",Sekatak Bengaran,Sekatak Bengaran,BULUNGAN,Green-Whitaker
100000005618,"Desa Long Lebusan,  Provinsi Kaltim",Long Lebusan,Long Lebusan,MALINAU,Ballard PLC
100000005619,"Bengkawe, Kec. Menjalin, Kab. Landak",Bengkawe,Menjalin,Landak,Case-Terrell
100000005621,"Desa Intu Lingau, Kecamatan Nyuatan",Jedan,Jedan,KUTAI BARAT,Hart Ltd
100000005624,"Desa Long Pala, Provinsi Kaltim",Long Pala,Long Pala,MALINAU,Smith LLC
100000005626,"Desa Paking,   Provinsi Kaltim",Paking,Paking,MALINAU,"Hall, Gibbs and Pittman"
100000005630,Desa Popolii,Popolii,Walea Kepulauan,TOJO UNA UNA,Burton-West
100000005632,"Desa Kakarotan,   Provinsi Sulut",Asa,Asa,KEPULAUAN TALAUD,Barber Ltd
100000005633,"Desa Talolang, Provinsi Sulut",Talolang,Talolang,KEPULAUAN TALAUD,Garcia-Noble
100000005634,"Desa Lirung Matane,  Provinsi Sulut","kel. Lirung,","Kecamatan Lirung,",KEPULAUAN TALAUD,Wolf-Marshall
100000005635,"Desa Lora, Kabupaten Bombana",kel. Bombana,Kec. Mataoleo,BOMBANA,May-Carroll
100000005636,"Desa Masaloka Selatan, Kabupaten Bombana",Masaloka Selatan,Masaloka Selatan,BOMBANA,Chambers Ltd
100000005638,"Desa Ammat, Provinsi Sulut","kel. Tampan â€#Amma,","Kecamatan Tampan â€#Amma,",KEPULAUAN TALAUD,Wells-Wong
100000005639,"Desa Beong, Kecamatan Siau Tengah",Bukit Padi,Bukit Padi,KEPULAUAN SIAU TAGULANDAN,"Edwards, Perez and Lee"
100000005640,"Desa Tule Utara, Provinsi Sulut",Tule Utara,Tule Utara,KEPULAUAN TALAUD,Perkins-Davis
100000005641,"Desa Laluhe,Provinsi Sulut",Laluhe,Laluhe,KEPULAUAN TALAUD,Hall-Hall
100000005642,"Desa Damau, Provinsi Sulut","kel. Damau,","Kecamatan Damau,",KEPULAUAN TALAUD,"Vasquez, Benitez and Joseph"
100000005643,"Desa Ulungkura, Kabupaten Bombana",Ulungkura,Ulungkura,BOMBANA,Garcia Inc
100000005644,"Desa Labi-Labi,   Provinsi Malut",Labi-Labi,Labi-Labi,HALMAHERA TIMUR,Baker and Sons
100000005645,"Desa Lola,  Provinsi Malut","kel. Oba Tengah,","Kecamatan Oba Tengah,",HALMAHERA TIMUR,Johnson-Watson
100000005648,"Desa Gonone, Provinsi Malut",Gonone,Gonone,HALMAHERA SELATAN,"West, Hayes and Campbell"
100000005650,"Desa Laba Kecil, Provinsi Malut","kel. Laloda,","Kecamatan Laloda,",HALMAHERA BARAT,"Thompson, Williams and Shepard"
100000005651,"Desa Palamea,Provinsi Malut","kel. Bacan Barat,","Kecamatan Bacan Barat,",HALMAHERA SELATAN,"Crawford, Sawyer and Simmons"
100000005652,"Desa Mareku, Kecamatan Tidore Utara","kel. Tidore Kepulauan,",Kec. Tidore Utara,"TIDORE KEPULAUAN, KOTA",Reese LLC
100000005653,Dusun Pelita,Pelita,Mangoli Barat,KEPULAUAN SULA,Mcdonald-Cruz
100000005654,"Desa Sangowo, Kecamatan Morotai Selatan",Desa Sangowo,Kec. Morotai Selatan,PULAU MOROTAI,Hampton Inc
100000005656,"Desa Yoyok,  Provinsi Malut",Yoyok,Yoyok,HALMAHERA SELATAN,Ferguson-Smith
100000005657,Dusun WAISUM,Waisum,Mangoli Utara Timur,KEPULAUAN SULA,Maddox-Hernandez
100000005659,"Desa Akelamo, Kecamatan Oba Tengah","kel. Tidore Kepulauan,",Kec. Oba Tengah,"TIDORE KEPULAUAN, KOTA","Green, Martin and Ross"
100000005660,Dusun Aha,Aha,Morotai Selatan,PULAU MOROTAI,"Salinas, Harris and Richardson"
100000005661,"Desa Jikohai,  Provinsi Malut",Jikohai,Jikohai,HALMAHERA SELATAN,Flores-Brown
100000005664,Desa Haar Ohoimel,Intu Lingau,Intu Lingau,MALUKU TENGGARA,Morton Inc
100000005665,"Desa Longgar, Provinsi Maluku",Longgar,Longgar,KEPULAUAN ARU,Chapman LLC
100000005666,"Desa Leiting, Provinsi Maluku",Leiting,Leiting,KEPULAUAN ARU,Thomas PLC
100000005667,"Desa Marlasi, Provinsi Maluku",Marlasi,Marlasi,KEPULAUAN ARU,"Jackson, Garcia and Kramer"
100000005668,"Desa Tabarfane,  Provinsi Maluku",Tabarfane,Tabarfane,KEPULAUAN ARU,Shah and Sons
100000005669,"Desa Koijabi, Provinsi Maluku","kel. Aru Tengah Timur,","Kecamatan Aru Tengah Timur,",KEPULAUAN ARU,Stone-Shaffer
100000005670,"Desa Benjina, Provinsi Maluku","kel. Aru Tengah,","Kecamatan Aru Tengah,",KEPULAUAN ARU,Hunt LLC
100000005671,Desa Langgiar Fer,Desa Langgiar Fer,Kec. Kei Besar Selatan,MALUKU TENGGARA,Robinson-Brady
100000005672,Desa Langgiar Fer,Desa Langgiar Fer,Kec. Kei Besar Selatan,MALUKU TENGGARA,Wilkerson LLC
100000005673,"Desa Luhuleli, Kecamatan Pulau Leti",kel. Maluku Barat Daya,Kec. Pulau Leti,MALUKU BARAT DAYA,"Bradley, Moss and Cruz"
100000005674,"Desa Waleran, Kecamatan Yaru",Kel. Waleran,Kec. Yaru,MALUKU TENGGARA BARAT,Hill-Bell
100000005675,"Desa Adodomolo, Kecamatan Molu Maru",Adodomolo,Adodomolo,MALUKU TENGGARA BARAT,"Hernandez, Benitez and Gonzalez"
100000005676,"Desa Ohoi Ad, Kecamatan Kei Besar",Ohoi Ad,Ohoi Ad,MALUKU TENGGARA,Rivera-Matthews
100000005677,"Desa Kalar Kalar,  Provinsi Maluku",Kalar Kalar,Kalar Kalar,KEPULAUAN ARU,"Hoover, Garcia and Mccullough"
100000005678,"Desa Adaut, Kecamatan Selaru",Kel. Adaut,Kec. Selaru,MALUKU TENGGARA BARAT,"Mcdaniel, Mahoney and Weaver"
100000005679,"Desa Wunlah, Kecamatan Warlogobar",Kel. Wunlah,Kec. Warlogobar,MALUKU TENGGARA BARAT,"Tucker, Green and Hernandez"
100000005680,"Desa Wermaf,  Provinsi Maluku",Wermaf,Wermaf,SERAM BAGIAN TIMUR,"Garcia, Mendez and Nguyen"
100000005681,"Desa Wawasa, Provinsi Maluku",Wawasa,Wawasa,SERAM BAGIAN TIMUR,"Larson, Bryan and Brown"
100000005682,"Desa Fatbuak, Kecamatan Pulau Kur","kel. Tual,",Kec. Pulau Kur,"TUAL, KOTA",Williams and Sons
100000005683,Desa Banda Eli,kel. Maluku Tenggara,Kec. Kei Besar Utara Timur,MALUKU TENGGARA,Sullivan-Mclaughlin
100000005684,Desa Ohoider Tom Kec. Kei Kecil Barat,Desa Ohoider Tom,Kec. Kei Kec.il Barat,MALUKU TENGGARA,White Group
100000005685,"Desa Ohoiel, Kecamatan Kei Besar",Ohoiel,Ohoiel,MALUKU TENGGARA,Alexander Group
100000005686,"Desa Tamher Timur, Provinsi Maluku","kel. Kasui,","Kecamatan Kasui,",SERAM BAGIAN TIMUR,"Martinez, Walker and Greene"
100000005687,"Desa Miran, Provinsi Maluku",Miran,Miran,SERAM BAGIAN TIMUR,Taylor Inc
100000005688,"Desa Kobamar,  Provinsi Maluku",Kobamar,Kobamar,KEPULAUAN ARU,Cobb and Sons
100000005689,"Desa Karaway, Provinsi Maluku",Karaway,Karaway,KEPULAUAN ARU,Romero-Gutierrez
100000005690,"Desa Werain, Kecamatan Selaru",Werain,Werain,MALUKU TENGGARA BARAT,Gutierrez-Harrison
100000005691,"Desa Batugoyang, Provinsi Maluku",Bawai,Bawai,KEPULAUAN ARU,Miller-Smith
100000005692,"Desa Enu, Provinsi Maluku",Gobo Baru,Gobo Baru,KEPULAUAN ARU,"Barnes, Rodriguez and Green"
100000005693,Desa Yamtimur Kec. Kei Besar Utara Timur,Yamtimur,Yamtimur,MALUKU TENGGARA,"Mendoza, Davis and Jones"
100000005694,"Desa Meror,  Provinsi Maluku",Meror,Meror,KEPULAUAN ARU,"Shaw, Dalton and Daniels"
100000005695,"Desa Jedan,Provinsi Maluku",Kakarotan,Kakarotan,KEPULAUAN ARU,Goodman-Richardson
100000005696,Desa Ohoi Tutrean Kec. Kei Besar Selatan,Ohoi Tutrean,Ohoi Tutrean,MALUKU TENGGARA,Robinson Group
100000005698,"Desa Arma, Kecamatan Narulmas",Kel. Arma,Kec. Narulmas,MALUKU TENGGARA BARAT,Porter and Sons
100000005701,"Desa Panambulai, Provinsi Maluku",Panambulai,Panambulai,KEPULAUAN ARU,Williams Ltd
100000005702,"Desa Weratan, Kecamatan Mermaktian",Kel. Weratan,Kec. Mermaktian,MALUKU TENGGARA BARAT,Solis Inc
100000005705,"Desa Wogekel, Kecamatan Ilwayab",Desa WogeKel.,Kec. Ilwayab,MERAUKE,"Vang, Simmons and Miller"
100000005706,"Desa Miosnum, Kecamatan Yapen Barat",Miosnum,Miosnum,KEPULAUAN YAPEN,Williams-Burnett
100000005707,Provinsi Papua,Beong,Beong,BIAK NUMFOR,Mayer-Schaefer
100000005708,"Desa Wayori, Kecamatan Supiori Barat",Wayori,Wayori,SUPIORI,Cruz and Sons
100000005709,Desa Maryaidori,Maryaidori,Maryaidori,SUPIORI,Harris-Myers
100000005710,Dusun Ibdi,Ibdi,Biak Timur,SUPIORI,"Simmons, Phillips and Summers"
100000005711,"Desa Warbor, Kecamatan Supiori Utara",Warbor,Warbor,SUPIORI,Webster and Sons
100000005717,"Desa Rayori, Kecamatan Kepulauan Aruri",Rayori,Rayori,SUPIORI,Logan-Carroll
100000005718,Provinsi Papua,Supmander,Supmander,BIAK NUMFOR,Thompson LLC
100000005719,"Desa Ampas , Kecamatan Waris",Bakuin,Bakuin,KEEROM,Lopez PLC
100000005720,"Desa Pund, Kecamatan Waris",Pund,Pund,KEEROM,"White, Lee and Sanchez"
100000005721,"Desa Kartini, Kecamatan Jagebob",Desa Kartini,Kec. Jagebob,MERAUKE,Schmidt LLC
100000005722,"Desa Ulilin, Kecamatan Muting",Ulilin,Ulilin,MERAUKE,Torres and Sons
100000005723,"Desa Okaba, Kecamatan Okaba",Okaba,Okaba,MERAUKE,"Warner, Johnson and Johnson"
100000005724,Dusun ONGGAYA,Onggaya,Naukenjerai,MERAUKE,Crawford-Gonzalez
100000005728,"Desa Yenkamfan, Kecamatan Ayau",Yenkamfan,Yenkamfan,RAJA AMPAT,Singleton Ltd
100000005729,Dusun Samate,Samate,Salawati Utara,RAJA AMPAT,Harvey Inc
100000005730,"Desa Foley, Kecamatan Misool Timur",Foley,Foley,RAJA AMPAT,"Mendez, Carr and Dennis"
100000005731,"Desa Pam, Kecamatan Waigeo Selatan",kel. Raja Ampat,kec. Raja Ampat,RAJA AMPAT,"Johnson, Wiley and Stone"
100000005733,"Desa Salafen, Kecamatan Misool Utara",kel. Raja Ampat,kec. Raja Ampat,RAJA AMPAT,Howard-Gross
100000005735,Dusun Usaha Jaya,Usaha Jaya,Misool Timur,RAJA AMPAT,"Smith, Rogers and Ortiz"
100000005736,"Desa Mikiran, Kecamatan Kofiau",Mikiran,Mikiran,RAJA AMPAT,George PLC
100000005738,"Desa Aruri, Kecamatan Kepulauan Aruri",Aruri,Aruri,SUPIORI,"Burns, Gallegos and Lee"
100000005739,"Desa Boni, Kecamatan Wawarboni",Boni,Boni,RAJA AMPAT,"Garcia, Brown and Newman"
100000005741,"Desa Salio, Kecamatan Waigeo Darat",Salio,Salio,RAJA AMPAT,Hamilton-Smith
100000005742,Desa Manyaifun,Manyaifun,Manyaifun,RAJA AMPAT,Spencer-Knox
100000005743,Desa Abidon,Abidon,Abidon,RAJA AMPAT,Thompson-Alvarez
100000005745,"Desa Saonek, Kecamatan Waigeo Selatan",kel. Raja Ampat,Kec. Waigeo Selatan,RAJA AMPAT,"Chen, Maldonado and Mccormick"
100000005746,Dusun Aduwey,Aduwey,Misool Utara,RAJA AMPAT,Lewis Inc
100000005776,"Jl. Lubuk Simalukut RT/RW.02/02,","Kel. Pasar,",Kec. Lembah Segar,"SAWAHLUNTO, KOTA",Jefferson-Moore
100000005778,Jl. Taman Karya,Kel. Tuah Karya,Kec. Tampan,"PEKANBARU, KOTA",Ford Ltd
100000005779,Jlk Bukit pasir No 16 Rt 03 Rw 03,Kel. Tangkerang Timur,kec. Tenayan Raya,"PEKANBARU, KOTA","Morgan, Juarez and Sanders"
100000005780,Jl.Matador RT 4/11,Kel.Sail,Kec.Trnayan Raya,"PEKANBARU, KOTA",Reed Group
100000005786,Jl. Batu Busuk Limau manis,Kel. Lumbung Bukit,Kec. Pauh,"PADANG, KOTA",Newman-Gibson
100000005795,"Dusun IV Sidonu,","Desa Laemanta,",Kecamatan Kasimbar,PARIGI MOUTONG,Esparza-Morrison
100000005798,Petta Barat,Desa Lindongan II,Kec. Tabukan Utara,KEPULAUAN SANGIHE,"Vaughn, Santos and Holland"
100000005799,"Negeri Hote,","Negeri Hote,",Kec. Bula Barat,SERAM BAGIAN TIMUR,Thompson Group
100000005800,Banggoi,Banggoi,Kec. Bula Barat,SERAM BAGIAN TIMUR,"Moore, Anderson and Ryan"
100000005801,"Jl. Lintas Seram,","Negeri Pasahari,",Kec. Seram Utara,MALUKU TENGAH,Mcconnell Group
100000005802,Jl Poros Kampung Sidey Jaya RT.05 RW.II,Desa Sidey,Sidey Jaya,MANOKWARI,Page-Dorsey
